Index,Artist,Song Name,Streams,Release Date,Genre,Loudness,Popularity,Danceability,Tempo,Energy,Chord,Duration (ms)
1377,"Lunay, Daddy Yankee, Bad Bunny",Soltera - Remix,5078459,2019-05-10,"['latin', 'latin pop', 'reggaeton', 'reggaeton flow', 'trap latino']",-4.271,75.0,0.795,92,0.783,F,266087
1378,SHAED,Trampoline (with ZAYN),5075520,2019-09-26,"['electropop', 'pop']",-5.782,73.0,0.619,126,0.459,G,184280
1379,Lizzo,Truth Hurts,5024683,2019-04-19,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'pop rap', 'post-teen pop', 'trap queen']",-3.046,77.0,0.715,158,0.624,E,173325
1380,Billie Eilish,bury a friend,5020303,2021-08-13,[],-14.505,1.0,0.887,120,0.388,G#/Ab,193143
1381,BTS,Louder than bombs,10016907,2020-02-21,"['k-pop', 'k-pop boy group']",-6.993,72.0,0.643,145,0.667,C,217404
1382,BTS,UGH!,9991177,2020-02-21,"['k-pop', 'k-pop boy group']",-5.086,72.0,0.72,165,0.824,A#/Bb,225012
1383,BTS,00:00 (Zero OâClock),9372219,2020-02-21,"['k-pop', 'k-pop boy group']",-6.456,72.0,0.566,157,0.548,C#/Db,250296
1384,BTS,Friends,8822365,2020-02-21,"['k-pop', 'k-pop boy group']",-5.211,72.0,0.55,79,0.747,C#/Db,199339
1385,BTS,We are Bulletproof : the Eternal,8516710,2020-02-21,"['k-pop', 'k-pop boy group']",-5.215,72.0,0.526,84,0.575,A,261543
1386,BTS,Inner Child,8312399,2020-02-21,"['k-pop', 'k-pop boy group']",-7.981,71.0,0.589,134,0.696,B,233266
1387,BTS,Moon,7850129,2020-02-21,"['k-pop', 'k-pop boy group']",-6.658,72.0,0.703,141,0.646,F#/Gb,208590
1388,BTS,Outro : Ego,6857808,2020-02-21,"['k-pop', 'k-pop boy group']",-3.106,69.0,0.808,116,0.903,C,196199
1389,BTS,Interlude : Shadow,6655856,2020-02-21,"['k-pop', 'k-pop boy group']",-6.439,68.0,0.385,149,0.798,A,259821
1390,BTS,Respect,6373954,2020-02-21,"['k-pop', 'k-pop boy group']",-4.805,67.0,0.661,91,0.84,C,237540
1391,"Thiaguinho MT, Mila, JS o MÃ£o de Ouro",Tudo Ok,5510844,2019-11-15,"['brega funk', 'funk carioca']",-6.164,57.0,0.814,79,0.755,B,178500
1392,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny TavÃ¡rez, Feid",Perreo en La Luna,5135469,2019-10-11,"['latin', 'reggaeton', 'trap latino']",-4.188,66.0,0.711,174,0.757,C#/Db,218587
1393,Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack",5118004,2005-12-06,"['detroit hip hop', 'hip hop', 'rap']",-4.565,75.0,0.692,171,0.744,D,326467
1394,Billie Eilish,all the good girls go to hell,5074485,2019-03-29,"['electropop', 'pop']",-8.922,75.0,0.726,185,0.444,G#/Ab,168840
1395,"PEDRO SAMPAIO, Felipe Original, JS o MÃ£o de Ouro",SENTADÃO,5013019,2019-11-22,['funk carioca'],-1.94,64.0,0.68,173,0.869,F#/Gb,143448
1396,K CAMP,Lottery (Renegade),4994448,2019-06-21,"['atl hip hop', 'hip hop', 'melodic rap', 'pop r&b', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']",-8.601,61.0,0.915,148,0.556,C#/Db,170947
1397,"Sech, Ozuna",Si Te Vas,4954292,2019-09-26,"['latin', 'panamanian pop', 'reggaeton', 'trap latino']",-4.124,67.0,0.73,174,0.644,C,204907
1398,"Major Lazer, Diplo",Que Calor (with J Balvin & El Alfa),4950254,2019-12-13,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap']",-6.043,29.0,0.873,125,0.656,G#/Ab,206811
1399,Ufo361,Rich Rich,4938864,2020-04-24,"['german cloud rap', 'german hip hop']",-4.796,50.0,0.548,141,0.648,E,204319
1400,"Reik, J Balvin, Lalo Ebratt",Indeciso,4897374,2021-08-09,[],-4.902,0.0,0.738,94,0.748,C,217253
1401,Billie Eilish,i love you,4863910,2021-08-13,[],-18.435,2.0,0.42,137,0.131,C,291796
1402,"Dalex, Sech",Mejor,4851895,2020-03-19,"['latin', 'r&b en espanol', 'reggaeton', 'trap latino']",-4.501,63.0,0.524,175,0.577,D,201361
1403,"Migos, Travis Scott, Young Thug",Give No Fxk,9652399,2020-02-14,"['atl hip hop', 'pop rap', 'rap', 'trap']",-5.608,59.0,0.904,145,0.627,C#/Db,224243
1404,Justin Bieber,Come Around Me,9533583,2020-02-14,"['canadian pop', 'pop', 'post-teen pop']",-8.389,66.0,0.648,157,0.681,D,200773
1405,Justin Bieber,Habitual,9120086,2020-02-14,"['canadian pop', 'pop', 'post-teen pop']",-6.625,62.0,0.764,138,0.443,E,168200
1406,Justin Bieber,All Around Me,9010535,2020-02-14,"['canadian pop', 'pop', 'post-teen pop']",-7.564,63.0,0.566,117,0.438,C,136907
1407,Justin Bieber,Get Me (feat. Kehlani),8362828,2020-02-14,"['canadian pop', 'pop', 'post-teen pop']",-6.913,61.0,0.832,109,0.508,F#/Gb,185427
1408,Justin Bieber,Second Emotion (feat. Travis Scott),8109572,2020-02-14,"['canadian pop', 'pop', 'post-teen pop']",-6.112,61.0,0.796,141,0.777,B,202720
1409,Justin Bieber,Running Over (feat. Lil Dicky),7493188,2020-02-14,"['canadian pop', 'pop', 'post-teen pop']",-7.319,58.0,0.774,149,0.603,B,179627
1410,Justin Bieber,Available,7473249,2020-02-14,"['canadian pop', 'pop', 'post-teen pop']",-6.843,58.0,0.702,75,0.608,D#/Eb,195333
1411,Tame Impala,Breathe Deeper,7142364,2020-02-14,"['australian psych', 'neo-psychedelic']",-4.51,66.0,0.664,104,0.848,B,372867
1412,Justin Bieber,Changes,6865229,2020-02-14,"['canadian pop', 'pop', 'post-teen pop']",-7.766,62.0,0.485,64,0.412,A,135493
1413,Justin Bieber,Confirmation,6520106,2020-02-14,"['canadian pop', 'pop', 'post-teen pop']",-8.186,58.0,0.438,190,0.315,G#/Ab,170587
1414,Luciano,Mios mit Bars,6341141,2020-02-13,"['german drill', 'german hip hop']",-7.353,57.0,0.677,145,0.633,A,232147
1415,Justin Bieber,E.T.A.,6008945,2020-02-14,"['canadian pop', 'pop', 'post-teen pop']",-7.595,58.0,0.465,127,0.494,E,176733
1416,Tame Impala,Borderline,5921044,2020-02-14,"['australian psych', 'neo-psychedelic']",-3.067,77.0,0.621,97,0.873,F,237800
1417,Justin Bieber,Take It Out On Me,5858768,2020-02-14,"['canadian pop', 'pop', 'post-teen pop']",-4.673,54.0,0.772,129,0.616,G,178013
1418,5 Seconds of Summer,No Shame,5835260,2020-03-27,"['boy band', 'dance pop', 'electropop', 'pop', 'post-teen pop']",-3.019,62.0,0.576,90,0.807,G,192737
1419,A Boogie Wit da Hoodie,Might Not Give Up (feat. Young Thug),5503902,2020-02-14,"['melodic rap', 'pop rap', 'rap', 'trap']",-6.378,57.0,0.687,178,0.592,D,225266
1420,Justin Bieber,That's What Love Is,5440037,2020-02-14,"['canadian pop', 'pop', 'post-teen pop']",-6.959,59.0,0.639,147,0.437,A,165120
1421,"Kygo, Sandro Cavazza",Forever Yours - Avicii Tribute,5421905,2021-08-10,[],-8.794,15.0,0.53,119,0.612,A#/Bb,193847
1422,"Joker Bra, VIZE",Baby,5376451,2020-01-30,['german hip hop'],-4.228,63.0,0.771,128,0.921,C#/Db,148125
1423,Tame Impala,One More Year,5279739,2020-02-14,"['australian psych', 'neo-psychedelic']",-5.414,56.0,0.602,114,0.88,C#/Db,324013
1424,Mac Miller,Good News,5210780,2020-01-17,"['hip hop', 'pittsburgh rap', 'rap']",-12.92,75.0,0.794,174,0.32,C#/Db,342040
1425,Billie Eilish,wish you were gay,5187997,2019-03-29,"['electropop', 'pop']",-10.198,76.0,0.853,118,0.351,G,221543
1426,Taylor Swift,Only The Young - Featured in Miss Americana,5111068,2020-01-31,"['pop', 'post-teen pop']",-4.895,63.0,0.56,93,0.78,F,157507
1427,Tame Impala,Lost In Yesterday,5096624,2020-02-14,"['australian psych', 'neo-psychedelic']",-4.123,69.0,0.569,183,0.84,C#/Db,249587
1428,Justin Bieber,At Least For Now,5033764,2020-02-14,"['canadian pop', 'pop', 'post-teen pop']",-9.897,54.0,0.375,83,0.304,A,149653
1429,Billie Eilish,you should see me in a crown,4988054,2021-08-13,[],-10.348,0.0,0.683,150,0.534,E,180567
1430,Sam Smith,Too Good At Goodbyes,4984764,2017-11-03,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",-8.237,72.0,0.681,91,0.372,F,201000
1431,"Justin Bieber, Quavo",Intentions,28509534,2020-02-14,"['canadian pop', 'pop', 'post-teen pop']",-6.637,77.0,0.806,147,0.546,A,212867
1432,Nicki Minaj,Yikes,6561188,2020-02-07,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'queens hip hop']",-8.381,70.0,0.911,149,0.637,G#/Ab,156882
1433,Ant Saunders,Yellow Hearts,6554824,2019-06-18,"['chill r&b', 'pop']",-8.943,70.0,0.866,129,0.438,G,223258
1434,Anne-Marie,Birthday,6207326,2020-02-07,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",-3.32,65.0,0.609,151,0.785,B,181467
1435,Travis Scott,HIGHEST IN THE ROOM (feat. ROSALÃA & Lil Baby) - REMIX,6107499,2019-12-27,"['rap', 'trap']",-6.406,68.0,0.559,153,0.491,D,244874
1436,Lizzo,Good as Hell (feat. Ariana Grande) - Remix,6066001,2016,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'pop rap', 'post-teen pop', 'trap queen']",-3.001,71.0,0.668,95,0.892,F,159011
1437,Lil Wayne,"I Do It (ft. Big Sean, Lil Baby)",5561205,2020-01-31,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",-3.231,60.0,0.804,138,0.528,C#/Db,184440
1438,"Justin Bieber, Kehlani",Get Me,5236560,2020-02-14,"['canadian pop', 'pop', 'post-teen pop']",-6.913,61.0,0.832,109,0.508,F#/Gb,185427
1439,"ROSALÃA, Ozuna","Yo x Ti, Tu x Mi",5202210,2019-08-15,['r&b en espanol'],-3.292,74.0,0.78,91,0.759,C#/Db,201040
1440,"Justin Quiles, Natti Natasha, Farruko","DJ No Pare (feat. Zion, Dalex, Lenny TavÃ¡rez) - Remix",5148516,2019-09-06,"['latin', 'reggaeton', 'trap latino']",-3.922,72.0,0.743,170,0.709,D#/Eb,258600
1441,"Tyler, The Creator",EARFQUAKE,5079657,2019-05-17,"['hip hop', 'rap']",-8.866,79.0,0.554,79,0.498,A,190067
1442,"Piso 21, Christian Nodal",Pa' Olvidarme De Ella,5066711,2019-09-06,"['colombian pop', 'latin', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino']",-5.195,74.0,0.728,90,0.542,C,227234
1443,"DJ Snake, J Balvin",Loco Contigo (feat. J. Balvin & Tyga),5013732,2019-07-25,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance']",-2.986,77.0,0.694,192,0.758,B,185195
1444,Red Velvet,Psycho,4991751,2019-12-23,"['k-pop', 'k-pop girl group']",-2.203,76.0,0.664,139,0.666,G#/Ab,210560
1445,DaBaby,Suge,4986299,2019-03-01,"['north carolina hip hop', 'rap']",-6.482,76.0,0.876,75,0.662,D,163320
1446,"ROSALÃA, J Balvin, El Guincho",Con Altura,4961249,2019-03-28,['r&b en espanol'],-4.027,75.0,0.882,97,0.689,F#/Gb,161627
1447,Jonas Brothers,Only Human,4953866,2019-06-07,"['boy band', 'dance pop', 'pop', 'post-teen pop']",-5.883,74.0,0.795,94,0.496,C,183000
1448,Khalid,Eleven,4947780,2020-05-01,['pop'],-9.754,68.0,0.679,129,0.408,E,206080
1449,Khalid,Talk (feat. Disclosure),4940984,2019-04-05,['pop'],-8.575,73.0,0.9,135,0.4,C,197573
1450,"Travis Scott, Young Thug",Hot (Remix) [feat. Gunna and Travis Scott],4905155,2019-11-01,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap']",-8.206,68.0,0.845,111,0.631,G,279907
1451,Samra,Weiss,4872077,2020-02-07,['german hip hop'],-6.585,56.0,0.6,96,0.525,D,162702
1452,"Daddy Yankee, Snow",Con Calma,4861378,2021-08-12,[],-2.652,3.0,0.737,93,0.86,G#/Ab,193227
1453,J. Cole,MIDDLE CHILD,4836113,2019-01-23,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",-11.713,79.0,0.837,123,0.364,G#/Ab,213594
1454,"Sech, Ozuna, Anuel AA, Darell, Nicky Jam",Otro Trago - Remix,4803294,2019-07-26,"['latin', 'panamanian pop', 'reggaeton', 'trap latino']",-2.331,74.0,0.725,175,0.79,C,287773
1455,Arizona Zervas,FML,6350496,2018-06-03,"['pop rap', 'rhode island rap']",-5.95,74.0,0.822,100,0.575,F,223000
1456,A Boogie Wit da Hoodie,King Of My City,5922748,2021-08-13,[],-6.747,0.0,0.679,119,0.679,E,148676
1457,Eminem,Those Kinda Nights (feat. Ed Sheeran),5823422,2020-01-17,"['detroit hip hop', 'hip hop', 'rap']",-6.29,66.0,0.794,103,0.637,E,177693
1458,Samra,Mon Ami,5774770,2020-01-29,['german hip hop'],-3.723,53.0,0.801,105,0.731,G#/Ab,138409
1459,Matthew Wilder,Break My Stride,5312936,1983-03-19,['new wave pop'],-11.047,73.0,0.917,110,0.588,A#/Bb,184480
1460,"Juju, Loredana, Miksu / Macloud",Kein Wort,5208651,2020-01-16,"['frauenrap', 'german hip hop', 'german pop']",-6.861,62.0,0.746,160,0.592,F#/Gb,162094
1461,Halsey,Graveyard,5044853,2020-01-17,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",-5.127,71.0,0.667,92,0.583,B,181806
1462,KSI,Wake Up Call (feat. Trippie Redd),5029979,2020-01-27,['uk hip hop'],-5.774,56.0,0.642,156,0.669,F#/Gb,175067
1463,"Riton, Oliver Heldens",Turn Me On (feat. Vula),4925843,2019-09-13,"['dance pop', 'house', 'pop dance', 'tropical house', 'uk dance']",-4.711,76.0,0.737,124,0.828,B,208474
1464,Shakira,Hips Don't Lie (feat. Wyclef Jean),4918636,2005-11-28,"['colombian pop', 'dance pop', 'latin', 'latin pop', 'pop']",-5.892,83.0,0.778,100,0.824,A#/Bb,218093
1465,Camila Cabello,Liar,4896939,2019-09-04,"['dance pop', 'electropop', 'pop', 'post-teen pop']",-6.684,69.0,0.74,98,0.498,B,207039
1466,Meek Mill,Going Bad (feat. Drake),4889500,2018-11-30,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",-6.365,79.0,0.889,86,0.496,E,180522
1467,Taylor Swift,ME! (feat. Brendon Urie of Panic! At The Disco),4884909,2019-08-23,"['pop', 'post-teen pop']",-4.105,77.0,0.61,182,0.83,C,193000
1468,Lil Nas X,Panini,4867723,2019-09-13,"['lgbtq+ hip hop', 'pop rap']",-6.146,74.0,0.703,153,0.594,F,114893
1469,Billie Eilish,idontwannabeyouanymore,4824483,2017-12-22,"['electropop', 'pop']",-8.461,78.0,0.483,170,0.412,G,203569
1470,"J. Cole, Young Thug",The London (feat. J. Cole & Travis Scott),4791732,2019-05-23,"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'trap']",-6.946,72.0,0.796,97,0.586,E,200107
1471,YNW Melly,223's (feat. 9lokknine),4781697,2019-08-09,"['melodic rap', 'trap']",-7.787,68.0,0.932,94,0.547,C,176640
1472,Eminem,Darkness,7618955,2020-01-17,"['detroit hip hop', 'hip hop', 'rap']",-7.161,65.0,0.671,75,0.623,D,337147
1473,Eminem,"You Gonâ Learn (feat. Royce Da 5'9"" & White Gold)",7157402,2020-01-17,"['detroit hip hop', 'hip hop', 'rap']",-4.197,66.0,0.68,140,0.82,E,234653
1474,Mac Miller,Blue World,7060589,2020-01-17,"['hip hop', 'pittsburgh rap', 'rap']",-8.98,75.0,0.742,84,0.553,G#/Ab,209440
1475,Henrique & Juliano,Liberdade ProvisÃ³ria,6442626,2019-12-06,"['sertanejo pop', 'sertanejo universitario']",-5.937,66.0,0.668,108,0.684,C#/Db,187986
1476,Eminem,Unaccommodating (feat. Young M.A),6374807,2020-01-17,"['detroit hip hop', 'hip hop', 'rap']",-5.793,65.0,0.852,89,0.752,C#/Db,216600
1477,Gzuz,Donuts,6113037,2020-02-13,"['deep german hip hop', 'german hip hop', 'hamburg hip hop']",-7.491,62.0,0.784,141,0.703,B,162938
1478,Eminem,Leaving Heaven (feat. Skylar Grey),5466161,2020-01-17,"['detroit hip hop', 'hip hop', 'rap']",-4.809,64.0,0.661,171,0.748,D,265947
1479,"Samra, ELIF",Zu Ende,5297101,2020-01-23,['german hip hop'],-5.212,57.0,0.707,80,0.747,G#/Ab,197861
1480,Megan Thee Stallion,B.I.T.C.H.,5215211,2020-01-24,"['houston rap', 'pop', 'pop rap', 'trap queen']",-4.362,59.0,0.742,174,0.731,B,183143
1481,Selena Gomez,Look At Her Now,5066377,2021-08-13,[],-7.908,0.0,0.753,77,0.564,A#/Bb,162596
1482,"Murda, Ezhel",Bi Sonraki HayatÄ±mda Gel,5037967,2020-08-28,"['basshall', 'turkish trap']",-4.491,57.0,0.933,103,0.448,G#/Ab,167350
1483,Juice WRLD,Legends,4922369,2018-06-22,"['chicago rap', 'melodic rap']",-5.244,77.0,0.594,142,0.798,E,191840
1484,Maluma,11 PM,4891989,2019-05-17,"['latin', 'reggaeton', 'reggaeton colombiano']",-4.84,76.0,0.777,95,0.712,A#/Bb,175733
1485,Sam Feldt,Post Malone (feat. RANI),4855270,2019-05-24,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house']",-3.87,73.0,0.59,107,0.642,G,174444
1486,Eminem,In Too Deep,4824037,2020-01-17,"['detroit hip hop', 'hip hop', 'rap']",-5.839,62.0,0.72,88,0.767,A#/Bb,194707
1487,Eminem,Premonition - Intro,10830400,2020-01-17,"['detroit hip hop', 'hip hop', 'rap']",-5.193,62.0,0.847,165,0.637,C#/Db,173893
1488,Mac Miller,I Can See,10086930,2020-01-17,"['hip hop', 'pittsburgh rap', 'rap']",-9.922,60.0,0.699,114,0.503,F,220853
1489,Mac Miller,Hand Me Downs,9521654,2020-01-17,"['hip hop', 'pittsburgh rap', 'rap']",-11.198,64.0,0.677,68,0.33,D,298440
1490,Eminem,No Regrets (feat. Don Toliver),9493884,2020-01-17,"['detroit hip hop', 'hip hop', 'rap']",-5.407,63.0,0.756,134,0.747,A,200947
1491,Mac Miller,Complicated,9443725,2020-01-17,"['hip hop', 'pittsburgh rap', 'rap']",-8.073,62.0,0.831,75,0.36,C,232212
1492,Eminem,Lock It Up (feat. Anderson .Paak),9328951,2020-01-17,"['detroit hip hop', 'hip hop', 'rap']",-3.052,64.0,0.848,137,0.745,F#/Gb,170227
1493,Eminem,Marsh,9260007,2020-01-17,"['detroit hip hop', 'hip hop', 'rap']",-6.356,62.0,0.871,144,0.493,C#/Db,200573
1494,Eminem,Stepdad,9159901,2020-01-17,"['detroit hip hop', 'hip hop', 'rap']",-3.121,61.0,0.779,145,0.805,C#/Db,213413
1495,Eminem,"Yah Yah (feat. Royce Da 5'9"", Black Thought, Q-Tip & Denaun)",8695060,2020-01-17,"['detroit hip hop', 'hip hop', 'rap']",-2.107,60.0,0.458,183,0.966,C#/Db,286960
1496,Eminem,Never Love Again,8335790,2020-01-17,"['detroit hip hop', 'hip hop', 'rap']",-5.125,62.0,0.747,92,0.899,F,177547
1497,Mac Miller,Woods,8329349,2020-01-17,"['hip hop', 'pittsburgh rap', 'rap']",-10.847,64.0,0.779,85,0.362,C,286387
1498,Eminem,Farewell,8277608,2020-01-17,"['detroit hip hop', 'hip hop', 'rap']",-6.625,61.0,0.89,93,0.664,E,247733
1499,Mac Miller,Everybody,8172098,2020-01-17,"['hip hop', 'pittsburgh rap', 'rap']",-9.077,62.0,0.875,152,0.599,A,256507
1500,Eminem,Alfred - Interlude,8030151,2020-01-17,"['detroit hip hop', 'hip hop', 'rap']",-20.43,57.0,0.429,74,0.231,F,30133
1501,Eminem,Little Engine,7913461,2020-01-17,"['detroit hip hop', 'hip hop', 'rap']",-4.162,60.0,0.769,155,0.811,A#/Bb,177293
1502,Eminem,"I Will (feat. KXNG Crooked, Royce Da 5'9"" & Joell Ortiz)",7115414,2020-01-17,"['detroit hip hop', 'hip hop', 'rap']",-5.941,60.0,0.635,98,0.543,G#/Ab,303000
1503,Halsey,Still Learning,7050815,2020-01-17,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",-6.543,59.0,0.708,102,0.661,C,211784
1504,Mac Miller,Surf,6960699,2020-01-17,"['hip hop', 'pittsburgh rap', 'rap']",-13.066,67.0,0.828,147,0.182,C#/Db,330507
1505,Mac Miller,That's On Me,6462701,2020-01-17,"['hip hop', 'pittsburgh rap', 'rap']",-10.086,60.0,0.583,155,0.499,A#/Bb,217868
1506,Mac Miller,Once A Day,6159873,2020-01-17,"['hip hop', 'pittsburgh rap', 'rap']",-16.735,61.0,0.762,96,0.054,D,160267
1507,"Ufo361, Future",Big Drip,6010373,2020-04-24,"['german cloud rap', 'german hip hop']",-6.753,48.0,0.791,158,0.535,C,173785
1508,Mac Miller,Hands,5934464,2020-01-17,"['hip hop', 'pittsburgh rap', 'rap']",-8.608,58.0,0.739,74,0.627,C,199981
1509,Gambi,Dans l'espace (feat. Heuss l'EnfoirÃ©),5678754,2020-01-17,"['francoton', 'french hip hop', 'pop urbaine', 'rap francais']",-6.278,59.0,0.916,110,0.57,C#/Db,169702
1510,"Maes, Booba",Blanche,5656775,2020-01-16,"['francoton', 'french hip hop', 'pop urbaine', 'rap francais']",-6.121,65.0,0.776,127,0.713,E,193453
1511,Selena Gomez,Vulnerable,7531094,2020-01-10,"['dance pop', 'pop', 'post-teen pop']",-8.882,55.0,0.695,100,0.573,A#/Bb,192172
1512,Selena Gomez,Dance Again,7394604,2020-01-10,"['dance pop', 'pop', 'post-teen pop']",-7.261,56.0,0.784,111,0.552,C#/Db,170498
1513,Selena Gomez,Ring,6693229,2020-01-10,"['dance pop', 'pop', 'post-teen pop']",-5.35,55.0,0.873,110,0.51,D#/Eb,148776
1514,Selena Gomez,Crowded Room (feat. 6LACK),6483001,2020-01-10,"['dance pop', 'pop', 'post-teen pop']",-8.408,55.0,0.724,89,0.415,G,186459
1515,Selena Gomez,People You Know,6255954,2020-01-10,"['dance pop', 'pop', 'post-teen pop']",-8.082,54.0,0.695,150,0.62,G#/Ab,194900
1516,Khalid,Up All Night,5834918,2019-11-14,['pop'],-7.536,69.0,0.665,93,0.712,C#/Db,157220
1517,Niall Horan,Nice To Meet Ya,5730427,2019-10-04,"['dance pop', 'pop', 'post-teen pop']",-4.351,68.0,0.591,109,0.841,E,158805
1518,"Idina Menzel, AURORA",Into the Unknown,5705999,2019-11-15,[],-8.533,74.0,0.323,145,0.405,A#/Bb,194848
1519,Selena Gomez,Let Me Get Me,5356671,2020-01-10,"['dance pop', 'pop', 'post-teen pop']",-9.263,51.0,0.826,121,0.571,D,189145
1520,Selena Gomez,A Sweeter Place (feat. Kid Cudi),5291134,2020-01-10,"['dance pop', 'pop', 'post-teen pop']",-6.991,52.0,0.583,190,0.777,A#/Bb,263306
1521,Lil Mosey,Stuck In A Dream (feat. Gunna),5258047,2019-11-08,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap']",-6.445,73.0,0.748,139,0.648,A#/Bb,123560
1522,Post Malone,Take What You Want (feat. Ozzy Osbourne & Travis Scott),5199618,2019-09-06,"['dfw rap', 'melodic rap', 'rap']",-2.665,75.0,0.499,139,0.8,C#/Db,229573
1523,Roddy Ricch,Tip Toe (feat. A Boogie Wit da Hoodie),5150724,2019-12-06,"['melodic rap', 'rap', 'trap']",-8.513,63.0,0.757,92,0.673,C#/Db,185806
1524,Roddy Ricch,Start Wit Me (feat. Gunna),5085706,2019-12-06,"['melodic rap', 'rap', 'trap']",-8.054,68.0,0.886,130,0.479,E,158692
1525,Megan Thee Stallion,Diamonds (with Normani),4981484,2020-01-10,"['houston rap', 'pop', 'pop rap', 'trap queen']",-3.841,58.0,0.785,94,0.753,C#/Db,199301
1526,Mabel,Don't Call Me Up,4931458,2019-01-18,"['dance pop', 'edm', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",-2.853,79.0,0.674,98,0.881,A,178480
1527,"Trippie Redd, DaBaby",Death,4929396,2019-11-22,"['melodic rap', 'rap', 'trap']",-5.969,65.0,0.802,164,0.82,A#/Bb,172196
1528,"Pedro CapÃ³, Farruko",Calma - Remix,4879713,2018-10-05,"['latin', 'latin pop', 'puerto rican pop']",-4.218,76.0,0.826,126,0.773,B,238200
1529,Selena Gomez,Cut You Off,4874380,2020-01-10,"['dance pop', 'pop', 'post-teen pop']",-8.676,51.0,0.855,139,0.294,F,182017
1530,Selena Gomez,Kinda Crazy,4866777,2020-01-10,"['dance pop', 'pop', 'post-teen pop']",-10.304,49.0,0.691,93,0.446,B,212436
1531,Anne-Marie,2002,4831644,2018-04-27,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",-2.881,81.0,0.697,96,0.683,C#/Db,186987
1532,DJ Snake,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",4816702,2019-07-25,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance']",-4.167,71.0,0.842,95,0.801,G#/Ab,212500
1533,"The Chainsmokers, Kygo",Family,6145132,2019-12-06,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",-6.605,67.0,0.584,117,0.607,B,194827
1534,"JACKBOYS, Sheck Wes",GANG GANG,5898484,2019-12-27,"['rap', 'trap']",-4.63,69.0,0.859,123,0.6,G,244761
1535,Don Toliver,Had Enough (feat. Quavo & Offset),5748010,2019-12-27,"['rap', 'trap']",-4.578,66.0,0.75,147,0.789,D,157133
1536,"JACKBOYS, Travis Scott",WHAT TO DO? (feat. Don Toliver),5586351,2019-12-27,"['rap', 'trap']",-5.191,70.0,0.643,118,0.594,A,250142
